Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
wing0,1.243082,1.233260,0.023271,0.023271
wing1,1.243082,1.233260,0.023271,0.023271
DJI_INSPIRE_20,1.045864,1.027683,0.072664,0.072610
Fueltank0,0.316115,0.316115,0.013065,0.013065
FuselageGeom0,0.467500,0.467500,0.019971,0.019971
FuselageGeom1,0.467500,0.467500,0.019971,0.019971
Totals,4.783144,4.745319,0.172213,0.172166
